17319	6645	166	1
11546	98584	166	1
52040	7721	166	1
44358	22424	166	1
460	18092	166	1
17340	9346	166	1
33148	8186	166	1
25926	28124	166	1
103141	6966	166	1
5886	101645	166	1
14117	99855	166	1
101250	11151	166	1
16103	6487	166	1
25994	70992	166	1
37791	105687	166	1
3305	52862	166	1
96551	7747	166	1
39527	25431	166	1
55639	6487	166	1
100820	2834	166	1
10982	11002	166	1
14253	7821	166	1
55639	10915	166	1
14178	3433	166	1
11002	7491	166	1
25431	44229	166	1
4553	98766	166	1
36024	6002	166	1
21843	19611	166	1
17558	17025	166	1
44229	20342	166	1
20309	25994	166	1
49892	14498	166	1
106212	25148	166	1
40128	11099	166	1
41061	14253	166	1
100893	18267	166	1
48375	97031	166	1
15747	12406	166	1
11433	2208	166	1
38916	9380	166	1
11228	32252	166	1
50570	10549	166	1
25681	57967	166	1
5640	48146	166	1
9830	9936	166	1
12679	17818	166	1
7491	15770	166	1
10822	6860	166	1
19500	12864	166	1
99307	13670	166	1
44133	39334	166	1
38636	58503	166	1
6595	16874	166	1
9346	6860	166	1
12565	94868	166	1
16620	32252	166	1
25994	22682	166	1
6383	40354	166	1
71138	14842	166	1
94117	25926	166	1
12478	24354	166	1
54154	10897	166	1
7642	17952	166	1
18381	102757	166	1
24149	34599	166	1
25431	43942	166	1
98237	7747	166	1
28709	103792	166	1
2414	21455	166	1
14135	79685	166	1
23276	31249	166	1
50421	45429	166	1
59501	18522	166	1
29117	57096	166	1
37113	63888	166	1
12889	38204	166	1
14059	40372	166	1
33103	2834	166	1
12960	99678	166	1
97155	13989	166	1
103525	5254	166	1
12348	19437	166	1
29379	11546	166	1
10570	18074	166	1
102757	17887	166	1
38469	13642	166	1
56045	9380	166	1
10351	39984	166	1
21342	6353	166	1
11686	12204	166	1
30730	25335	166	1
14317	11484	166	1
68894	17887	166	1
37428	5742	166	1
15913	15552	166	1
106388	20563	166	1
59376	6915	166	1
8676	48480	166	1
91562	48375	166	1
36623	21094	166	1
105102	23583	166	1
24075	6002	166	1
76035	6645	166	1
20713	57096	166	1
24805	12478	166	1
7465	9971	166	1
70992	37823	166	1
37868	11868	166	1
36623	39141	166	1
30471	15064	166	1
14904	36782	166	1
15880	27105	166	1
15963	6645	166	1
7925	17907	166	1
99640	10315	166	1
5036	22756	166	1
3611	22424	166	1
20614	74866	166	1
15770	29025	166	1
7347	19960	166	1
41232	18074	166	1
62911	14216	166	1
105956	18522	166	1
45738	11075	166	1
20780	92187	166	1
54154	7491	166	1
16367	14011	166	1
94896	21903	166	1
100510	7038	166	1
25994	99517	166	1
96848	12960	166	1
6487	19257	166	1
20286	9380	166	1
3690	12704	166	1
15413	10841	166	1
